customer_id,account_age_days,total_spend,support_calls,churned
852,211,566.7813889776688,16,0
853,196,3295.4039030991457,8,1
854,120,1629.5254778125907,0,1
855,743,2055.325136071844,19,0
856,887,4304.1326442212585,13,0
857,560,144.24898023479622,10,0
858,68,2983.2219033689667,2,1
859,155,3033.698502490527,8,1
860,480,2043.6329040834537,13,0
861,202,1261.4364998308472,8,0
862,682,1249.9027874816004,3,0
863,783,4430.177381337688,3,0
864,249,2265.919431536002,7,0
865,667,1721.3578786469425,1,1
866,87,2299.010111773875,8,0
867,689,3380.0129671508707,13,1
868,505,814.2071843992833,8,1
869,485,2302.2257925473145,15,1
870,858,2980.633418440896,16,0
871,924,4748.0584387720255,15,0
872,390,1337.3861321695545,11,0
873,964,1860.3286647896032,2,0
874,30,1958.8570906198765,10,0
875,416,3067.136972459926,13,0
876,377,1847.987059896008,17,0
877,219,2714.2084339685084,4,0
878,534,3930.772616240644,15,0
879,220,3556.3894111497975,19,0
880,537,2287.206367911669,4,1
881,398,4334.659270603428,2,1
882,438,2834.887223009928,11,0
883,853,2745.538613560841,0,0
884,958,267.5200531018751,8,0
885,963,4934.795603750092,8,0
886,146,702.5569617951709,3,0
887,163,1232.5414708954684,2,1
888,87,353.3145024834821,16,0
889,585,3236.0145375008774,1,0
890,714,1201.035767166132,0,0
891,701,982.0511436163451,7,0
892,202,533.9223626938829,12,0
893,858,606.2138899076767,14,0
894,844,2964.8864321686847,7,0
895,178,3472.218542746318,11,0
896,109,2047.157043475565,11,0
897,915,2451.495699801159,13,0
898,242,3461.241906316622,14,0
899,232,185.16097190885023,14,1
900,793,1683.3402196443649,8,0
901,258,4868.178965544697,18,0
902,705,2942.5499255077934,19,0
903,256,1345.7004414977168,7,0
904,688,2656.4772285174445,18,0
905,561,1779.002091792485,5,0
906,470,2708.0004452488656,19,1
907,431,716.1334078525792,18,0
908,76,750.3018037144592,3,0
909,262,803.357573993025,6,0
910,334,4705.116980441525,3,1
911,555,3691.204699872575,11,0
912,172,895.6712838453724,12,0
913,444,1022.9105104514471,2,0
914,542,3681.064426867294,11,0
915,402,865.2028394816523,1,0
916,595,1249.3503373406604,1,0
917,915,4820.399480819955,8,0
918,288,1351.001971169316,0,0
919,685,3341.998516818619,7,0
920,500,4895.293308262599,5,0
921,982,1934.054158984984,5,1
922,41,185.82835522410497,17,0
923,359,1296.321723069634,16,0
924,765,4171.298237574357,11,0
925,813,4336.58329617968,5,0
926,997,3865.744886166577,7,1
927,387,654.2381134752078,18,0
928,437,3998.0008213123756,9,0
929,697,4601.521205268171,0,0
930,402,3042.986758476557,12,0
931,37,4710.289246056518,16,0
932,151,4151.5105301881995,2,0
933,377,3368.1604332554457,7,0
934,705,2928.207659887566,13,1
935,119,1808.0109694856553,2,0
936,677,880.5084816897452,15,1
937,727,3064.27422118365,12,1
938,345,1658.7466127287855,19,1
939,207,4345.549470885462,16,0
940,569,4967.35099305728,12,0
941,761,3786.8960368163052,5,1
942,898,543.3603069065487,16,0
943,70,1514.5594181001268,13,0
944,769,634.6371956521737,16,1
945,733,3287.5070741794075,7,1
946,952,3849.4352363233447,10,0
947,531,4635.806671315488,19,0
948,988,2247.0444974187394,0,0
949,174,4516.740682983377,6,1
950,230,4401.666679302505,16,1
951,958,1654.2590121504531,9,0
952,753,4357.613065148798,10,0
953,490,1940.7940342204597,8,1
954,761,1554.6594453453758,8,0
955,781,3280.465828092526,4,0
956,954,1709.0680166368973,16,1
957,938,3188.0228668128066,8,0
958,587,3088.175846943603,16,0
959,576,2860.850744007448,18,0
960,282,1964.0565507407086,6,0
961,419,2787.6486360922363,8,1
962,623,3022.778827428566,6,0
963,912,2773.8657536278197,12,1
964,285,2277.6553184808877,10,0
965,738,171.86857952669266,13,0
966,844,2976.6023677356397,18,0
967,950,925.3774871993263,10,0
968,479,3248.622247841229,12,0
969,39,3820.7872068220436,13,0
970,853,2552.1820147406333,12,0
971,827,2757.5819584007177,0,0
972,271,4762.244942363357,7,1
973,280,4251.120070725614,11,0
974,906,4579.758928162202,18,1
975,34,4087.4548127659737,11,0
976,148,633.699875048984,7,0
977,830,830.060094253954,7,0
978,403,2680.456606617902,12,0
979,94,1305.7413281101915,11,0
980,175,2435.80782770168,15,1
981,253,2032.390086709916,0,1
982,268,2792.129768309221,12,0
983,206,3759.6910090655315,6,0
984,808,3605.9054447864446,4,1
985,882,2654.0472491781384,7,0
986,311,4129.727752203585,13,1
987,92,2211.2242485363636,12,1
988,246,4493.9000202166,14,1
989,883,449.27332327030314,16,0
990,856,4777.834147163207,14,0
991,824,3307.996099013606,19,0
992,718,1962.365093792306,17,0
993,490,1066.055220207099,17,1
994,958,2447.9978242736397,1,0
995,639,1053.3357836079747,3,0
996,134,915.0248779413965,0,1
997,128,3125.0236113235737,3,1
998,540,2663.1151504507447,17,1
999,414,3383.470569593614,4,1
